date,cust_email,cust_location,product_id,product_quantity
2020-01-04,smymp@hotmail.com,23020,P6QSXXBF6QLT,1
2020-01-04,smymp@hotmail.com,23020,N3M3L7FQZEST,1
2020-01-04,smymp@hotmail.com,23020,SWSQHATU5CZ8,1
2020-01-04,smymp@hotmail.com,23020,2GD2MGKMK5LC,3
2020-01-04,slaa@aol.com,27467,FAMWBV9YT0MK,3
2020-01-04,slaa@aol.com,27467,T4SXD4GOG1P0,1
2020-01-04,wu@icloud.com,76896,NUI9UQV471G0,1
2020-01-04,wu@icloud.com,76896,7RU12HMOQDA3,3
2020-01-04,wu@icloud.com,76896,0T6ATKT53WMQ,3
2020-01-05,stri@aol.com,53247,DL7QBSN4QQQA,2
2020-01-05,crach@gmail.com,69298,GJGZPR2W8211,4
2020-01-05,crach@gmail.com,69298,8RU0AZN8CXXN,2
2020-01-05,crach@gmail.com,69298,5O3FR36O3CNQ,2
2020-01-05,crach@gmail.com,69298,7LJR09BV8EMA,1
2020-01-05,bruift@gmail.com,27499,D8NEK3ALB6VS,1
2020-01-05,bruift@gmail.com,27499,B3SJZ8BV2CV8,1
2020-01-05,bruift@gmail.com,27499,47S5IVC8NM8M,1
2020-01-05,ti@aol.com,73778,W1Q28HX44OB4,4
2020-01-05,saa@gmail.com,42553,64E12D0MB7UQ,2
2020-01-05,saa@gmail.com,42553,PYTR6V4HYGNH,1
2020-01-05,strio@inbox.com,29837,VJNH8N92L7RO,3
2020-01-05,strio@inbox.com,29837,OB1EY48IBUBP,3
2020-01-05,swao@gmail.com,27499,UMDT2JBWKTI1,3
2020-01-05,broi@gmail.com,61305,MCQBF3IS4ST3,5
2020-01-05,broi@gmail.com,61305,5U1DI63INVGO,2
2020-01-05,broi@gmail.com,61305,PBYUF8VZBAP0,1
2020-01-05,stry@inbox.com,21733,EBBU26BSG0U5,2
2020-01-05,stry@inbox.com,21733,VVEX1DCUQKHO,4
2020-01-05,stry@inbox.com,21733,YBD0DKQLTHXS,1
2020-01-05,prof@mail.com,14622,KRHJ1X6YXYA2,2
2020-01-05,plysh@yahoo.com,62843,JCUTKT7B3HKN,1
2020-01-05,broom@gmail.com,63060,GTZI8H938W7X,4
2020-01-05,cli@yahoo.com,81556,JKRRJ5VUBFGJ,4
2020-01-05,stoa@gmail.com,26691,MOSDUJV2OCJO,3
2020-01-05,stoa@gmail.com,26691,UKHHU6FYMO2H,3
2020-01-05,stoa@gmail.com,26691,WXRQ7B52FVDA,2
2020-01-05,stoa@gmail.com,26691,FTFHGS0RR5IX,1
2020-01-05,stoa@gmail.com,26691,1Z6M1F2SA9AR,4
2020-01-05,stoa@gmail.com,26691,1XE822JFWZ65,1
2020-01-05,craant@msn.com,76526,7LF56AOTUMEP,4
2020-01-05,craant@msn.com,76526,0R9HICRN7ULT,3
2020-01-05,craant@msn.com,76526,UME02LPGT20M,1
2020-01-05,stu@gmail.com,80345,DJ3SW6TQD5CO,1
2020-01-05,stu@gmail.com,80345,THCVT3WK1HLQ,1
2020-01-05,nou@yahoo.com,12344,OFK91M7LXONO,1
2020-01-05,crieg@aol.com,35980,S3Y5E0DIF56D,1
2020-01-05,crieg@aol.com,35980,MEFYQVTIW4BW,3
2020-01-05,crieg@aol.com,35980,J6WMNSSH1G9F,1
2020-01-05,yei@gmail.com,64663,CCUTL0RP1BYA,1
2020-01-05,goen@yahoo.com,53247,S86YYX99TNW9,4
2020-01-05,goen@yahoo.com,53247,FMZ2EK1N5DXL,2
2020-01-05,goen@yahoo.com,53247,3P6PPGV6CDBP,1
2020-01-05,koe@hotmail.com,69985,NH2UICKQDJGD,3
2020-01-05,koe@hotmail.com,69985,0ROQXP9MVF6I,2
2020-01-06,fiss@aol.com,64390,ZNX2Z3N07634,3
2020-01-06,bui@yahoo.com,58059,HA5A51CY1K6T,3
2020-01-06,cruor@aol.com,69985,01GA5CFEC6NI,3
2020-01-06,cruor@aol.com,69985,L382WYO4WIOU,1
2020-01-06,speif@gmail.com,29511,4KS2UI0MZ4TJ,4
2020-01-06,speif@gmail.com,29511,3PVOLEUJ16GU,1
2020-01-06,gor@yahoo.com,51652,76T20WYT252A,4
2020-01-06,ruim@msn.com,16540,8N4W0FYFF3PE,3
2020-01-06,ruim@msn.com,16540,RTQDT3027G13,1
2020-01-06,bluz@outlook.com,02214,BXV1NZTSFVFF,1
2020-01-06,blaek@outlook.com,65590,IGQRRR46FORI,1
2020-01-06,blaek@outlook.com,65590,EZMUJCE3NSTZ,1
2020-01-06,faaft@live.com,75857,XV447YLYURS4,2
2020-01-06,faaft@live.com,75857,HZS9UZVCQ2ZW,2
2020-01-06,faaft@live.com,75857,ZIROEHRK8EZH,1
2020-01-06,fry@outlook.com,00862,EZZICY5RLCRF,2
2020-01-06,fry@outlook.com,00862,KD4WK0HDQZFF,1
2020-01-06,fry@outlook.com,00862,7SAMF7UVCFTZ,1
2020-01-06,fry@outlook.com,00862,5IFTZ6SG47JF,3
2020-01-06,praang@gmail.com,11259,J4NLTHVU20V4,1
2020-01-06,saoct@hotmail.com,42136,EGUU958PMSIP,2
2020-01-06,saoct@hotmail.com,42136,I74LUQ69UO5G,1
2020-01-06,boosk@aol.com,84049,TTSW5FLINZ8K,2
2020-01-06,muiy@gmail.com,02264,AQNYB1SWA008,1
2020-01-06,muiy@gmail.com,02264,5HF6HJSMCJ5Y,2
2020-01-06,muiy@gmail.com,02264,NTUP8ALRD5TV,1
2020-01-06,gloi@gmail.com,90480,2JCSW03SOMDO,5
2020-01-06,slusk@aol.com,67643,AF24QSI5BG4X,3
2020-01-07,skua@outlook.com,70764,3OYVPGRO8VI4,1
2020-01-07,brui@gmail.com,15378,2A6XV20MLUO5,2
2020-01-07,brui@gmail.com,15378,HAYT29II2IKN,2
2020-01-07,vuiy@yahoo.com,58126,ZPW4XGT6KF69,1
2020-01-07,slei@icloud.com,09509,7U7XH3AXETA0,2
2020-01-07,spaub@yahoo.com,54511,8V3GE56JD3JC,1
2020-01-07,spaub@yahoo.com,54511,QV3RO0GOAT7M,1
2020-01-07,spaub@yahoo.com,54511,M6JAF8YM2NZD,1
2020-01-07,criw@msn.com,58048,F25UOJIHUKFF,1
2020-01-07,criw@msn.com,58048,CXLHJFM6IN8O,2
2020-01-07,criw@msn.com,58048,0OBM9BYQ6DRZ,1
2020-01-07,plasp@gmail.com,68814,NDR2QRY46VUP,1
2020-01-07,swuik@hotmail.com,89847,FCWJGP9AHUBV,1
2020-01-07,yoch@hotmail.com,42936,I2R863960CW5,1
2020-01-07,yoch@hotmail.com,42936,C0LQENAAJ8CY,1
2020-01-07,yoch@hotmail.com,42936,1CTN1P4B4FCX,1
2020-01-07,strui@aol.com,94732,92S0VQ1PW6XP,2
2020-01-07,strui@aol.com,94732,FIT6XV9D5GQE,2
2020-01-07,moif@live.com,75464,TEE5S2T7464W,1
2020-01-07,moif@live.com,75464,POP0N3D6V6SJ,5
2020-01-07,vai@gmail.com,51567,NCJZB8JJUPMY,2
2020-01-07,vai@gmail.com,51567,PLYJNJNDGNSP,1
2020-01-07,vai@gmail.com,51567,U5TY137FG6DL,4
2020-01-07,vai@gmail.com,51567,EMCNQ8XW66X0,1
2020-01-07,shik@gmail.com,81153,Z1I5UEMS04A0,3
2020-01-07,shik@gmail.com,81153,L9R5QNWJO3QE,1
2020-01-07,shik@gmail.com,81153,LJSU2CEAXI23,1
2020-01-07,shik@gmail.com,81153,USVH8TUQ1HTL,1
2020-01-07,glift@aol.com,12344,3X0F9YUS4VD9,3
2020-01-07,glift@aol.com,12344,06QZFF53LAGO,3
2020-01-07,glift@aol.com,12344,A4LGG0VIMGRI,2
2020-01-07,glift@aol.com,12344,V4GBRAD9Z6E8,1
2020-01-07,glift@aol.com,12344,S42G863VBKG6,2
2020-01-08,glyl@msn.com,21733,8MYBMHH32C6U,1
2020-01-08,woak@msn.com,34208,YRY4K666YM4I,1
2020-01-08,skaed@msn.com,73300,SHVWMCXPICA1,1
2020-01-08,skaed@msn.com,73300,7AN14UIHN6RC,4
2020-01-08,friusk@msn.com,24784,X4NPP6FPSZAZ,4
2020-01-08,ya@icloud.com,77594,H6JUUC10B6XA,2
2020-01-08,ki@msn.com,97358,J0880U8JQRI8,2
2020-01-08,ki@msn.com,97358,MYLPYH2LU357,2
2020-01-08,ki@msn.com,97358,UQMB5OV3SQZ2,1
2020-01-08,laost@outlook.com,85142,TBYY6GNV9IXL,1
2020-01-08,sipt@yahoo.com,28911,K5UE6ZZD54TE,1
2020-01-08,sipt@yahoo.com,28911,K7VDHWO1X800,1
2020-01-08,zo@aol.com,88221,OZIH5CWPPJS8,1
2020-01-08,shev@yahoo.com,40941,OR8IFVU2U89E,1
2020-01-08,ri@msn.com,32530,U5JSSAR944RU,4
2020-01-08,ri@msn.com,32530,UNEY8TON7SS5,1
2020-01-08,mia@outlook.com,76428,DYIDYXE4D4TU,1
2020-01-08,mia@outlook.com,76428,IV4WWQAX4HJ4,1
2020-01-08,mia@outlook.com,76428,O6ZLYCD36IZQ,3
2020-01-08,mia@outlook.com,76428,KSNW5P72CCKW,1
2020-01-08,dast@live.com,60489,9P8A9R59W3VG,1
2020-01-08,shuimp@gmail.com,61985,HUOIXVB3ZXKI,1
2020-01-08,shuimp@gmail.com,61985,E1XMVPFC8VP8,1
2020-01-08,skeomp@icloud.com,08325,Y1VO8LHXPFQB,1
2020-01-08,skeomp@icloud.com,08325,WYHYQ60OKEP5,2
2020-01-08,hest@yahoo.com,47420,BYY1LSR3IQN5,1
2020-01-08,roek@yahoo.com,11259,29VE814HFXAR,1
2020-01-08,frei@aol.com,90657,TS0VQKF12YMD,1
2020-01-08,frei@aol.com,90657,9AASX6DB9TKG,4
2020-01-08,smuiv@outlook.com,07813,CPAMCN40OPMP,1
2020-01-08,smuiv@outlook.com,07813,5AY6P3XWWC5C,4
2020-01-08,smuiv@outlook.com,07813,PLN3TY4J59LJ,1
2020-01-08,smuiv@outlook.com,07813,POP0N3D6V6SJ,1
2020-01-08,shai@msn.com,71223,VT1VMPTQG4XC,2
2020-01-08,shai@msn.com,71223,JD1L3EDBE3Q6,1
2020-01-08,shai@msn.com,71223,CJKUYZ3P1RH4,2
2020-01-08,vi@outlook.com,46343,ZZPAM7XZ2DLB,1
2020-01-08,vi@outlook.com,46343,CUZMWUSL1KS5,1
2020-01-09,chu@outlook.com,67726,A4OKYMANVHE6,2
2020-01-09,chu@outlook.com,67726,XNM69SZZBLNV,2
2020-01-09,chu@outlook.com,67726,G99F5MMKVA29,3
2020-01-09,chu@outlook.com,67726,CCH9FIRC23CJ,2
2020-01-09,hee@yahoo.com,31185,P8ZCWGKWIXRZ,2
2020-01-09,hee@yahoo.com,31185,TK4ORY74D74Q,1
2020-01-09,hee@yahoo.com,31185,3E4IXWT9XMU9,1
2020-01-09,py@yahoo.com,48838,1SLG4CE0G53T,3
2020-01-09,py@yahoo.com,48838,535RBR7MCF7G,1
2020-01-09,plaoss@gmail.com,53247,DI19ONS4BWZW,1
2020-01-09,groan@live.com,10311,J20E59ODSRNH,1
2020-01-09,groan@live.com,10311,QAE0J4BXIKQF,3
2020-01-09,groan@live.com,10311,7A4GFF5MXGJT,2
2020-01-09,straan@hotmail.com,32774,C0GAHNATSP3E,2
2020-01-09,straan@hotmail.com,32774,M9059HV8XIJY,1
2020-01-09,tro@gmail.com,32774,WGFVYSWPUJS0,3
2020-01-09,tro@gmail.com,32774,4A7VSIRO0ZGX,1
2020-01-09,tro@gmail.com,32774,MAM5B1EZ6JIK,1
2020-01-09,tro@gmail.com,32774,RLJC9XSE5M6E,1
2020-01-09,grea@msn.com,08325,2E94WROJPFGU,2
2020-01-09,miont@outlook.com,01043,HWGEV0M9Y73C,1
2020-01-09,miont@outlook.com,01043,RPOXCLV4WGVW,1
2020-01-09,meast@hotmail.com,77261,NSB7E9H5IKSJ,3
2020-01-09,lo@live.com,13548,8LBF8RVBQYCM,2
2020-01-10,swua@gmail.com,23020,839MXC5HHIRA,1
2020-01-10,brad@gmail.com,75939,Q7TGT8NVM2SO,1
2020-01-10,spaesp@gmail.com,43101,L3ZWISY1URSQ,1
2020-01-10,pluh@inbox.com,45949,FX4GSLYEWWD1,1
2020-01-10,pluh@inbox.com,45949,8S93PJZNVT91,3
2020-01-10,sniosk@msn.com,97565,YMK8IBFPWWIM,2
2020-01-10,trou@gmail.com,60583,W4UX1I75KZIQ,1
2020-01-10,stoo@inbox.com,09071,FN0VAUDY4P4C,3
2020-01-10,stoo@inbox.com,09071,PBGWQDHIN68Z,3
2020-01-10,broact@outlook.com,75857,DRU0OSY50VGV,2
2020-01-10,greng@msn.com,74637,T4PT3LG41MYX,1
2020-01-10,greng@msn.com,74637,FQJ6Q2TIO0NL,1
2020-01-10,tan@aol.com,85814,YNSHKZK7P7M9,1
2020-01-10,pai@inbox.com,70878,S8O027XFERNC,5
2020-01-10,stash@msn.com,91677,4JFJP66VO9AO,1
2020-01-10,stash@msn.com,91677,1XB22PYZ7UL4,2
2020-01-10,stash@msn.com,91677,DRBA8MGASOMJ,1
2020-01-10,fref@aol.com,25006,C6SU83GAA7RD,1
2020-01-10,fref@aol.com,25006,5K8RACLH13OA,5
2020-01-10,slaoz@hotmail.com,56439,MB1UISP68KAR,1
2020-01-10,droa@yahoo.com,11408,S1BYKHXFBVBJ,3
2020-01-10,droa@yahoo.com,11408,NVC2ALQ9OJFQ,2
2020-01-10,breu@hotmail.com,20704,GZ7GOTL72VMS,2
2020-01-11,spie@yahoo.com,22291,HI4KIPFEGY3L,1
2020-01-11,gi@hotmail.com,51190,4RCLTF8JNSLR,2
2020-01-11,visk@yahoo.com,87320,SZX815NMJZH1,1
2020-01-11,jool@hotmail.com,05419,3VKFA5CUYCRH,1
2020-01-11,haa@yahoo.com,83631,41H3YVWALZR3,1
2020-01-11,gind@yahoo.com,47201,JHLRH429TU8N,1
2020-01-11,gind@yahoo.com,47201,ZSS7KCNXWQQ1,1
2020-01-11,gind@yahoo.com,47201,PG8X1N0ISL7Y,2
2020-01-11,gind@yahoo.com,47201,YOHMMKM3315Y,3
2020-01-11,glea@outlook.com,37933,7EG89GUY2W5G,3
2020-01-11,glea@outlook.com,37933,CAF6T8TC8MVP,1
2020-01-11,glea@outlook.com,37933,QOI77R4IEBH3,2
2020-01-11,glea@outlook.com,37933,5N7UUYGEOCEO,1
2020-01-11,jysh@gmail.com,22418,RVEVK54CUBA7,1
2020-01-11,strue@hotmail.com,73417,GHZXZNCD5J0R,1
2020-01-11,plaut@icloud.com,47420,YKJG6K2BXIQM,2
2020-01-11,cheft@hotmail.com,02167,TRCYQ4B2LCR8,2
2020-01-11,cheft@hotmail.com,02167,07S566BX7NKH,1
2020-01-11,giom@inbox.com,75211,XUPW0WYI8Z2L,4
2020-01-11,stai@msn.com,54418,P732RT3T6THE,1
2020-01-11,stai@msn.com,54418,IM9QZTQNFTVE,2
2020-01-11,spur@gmail.com,51190,MU98RRQD7FN5,1
2020-01-11,spur@gmail.com,51190,WQQCXWWONBGW,1
2020-01-11,spur@gmail.com,51190,D60FZKCGSC6M,5
2020-01-11,spur@gmail.com,51190,C7LC3T4EFFV2,2
2020-01-11,speip@gmail.com,26196,7SYX9ZHGGFG4,2
2020-01-12,skee@gmail.com,91332,KC9YBDWSP0KC,1
2020-01-12,skee@gmail.com,91332,71UET9VLSLKU,2
2020-01-12,skee@gmail.com,91332,ZUJ6UKVODY9D,1
2020-01-12,skee@gmail.com,91332,24NHH78KQXBQ,1
2020-01-12,za@live.com,15028,BEKFBUIQNYEK,2
2020-01-12,za@live.com,15028,VJQXOBDPRAHT,2
2020-01-12,za@live.com,15028,BP9F8Q8YSXXI,3
2020-01-12,za@live.com,15028,OC5MF127QMO8,1
2020-01-12,za@live.com,15028,IPRRHCYS8ODI,2
2020-01-12,geed@gmail.com,00346,XKAT2LLXQ4QY,1
2020-01-12,strouv@live.com,02225,QERNMNC5HZVT,1
2020-01-12,swaoct@hotmail.com,74637,ZMP5IF20U7TJ,1
2020-01-12,swaoct@hotmail.com,74637,7FITFMFQZEGJ,2
2020-01-12,nou@icloud.com,85828,31VA14JG0KH1,3
2020-01-12,nou@icloud.com,85828,QJRXX81MGZ9L,2
2020-01-12,spua@msn.com,05519,KRLM95AWQ0Q6,1
2020-01-12,spua@msn.com,05519,0UD4M1PKHXPX,3
2020-01-12,croib@gmail.com,97559,61FKVJX1T8U4,1
2020-01-12,froy@yahoo.com,58126,56L20ICWER1U,1
2020-01-12,froy@yahoo.com,58126,S3XWZV5QHWP0,1
2020-01-12,glea@outlook.com,37933,XTSUNAXFVKF7,1
2020-01-12,glea@outlook.com,37933,07XLM8CZ3L0M,3
2020-01-12,syh@outlook.com,86383,BT3RE6Y5TTN2,2
2020-01-12,prioh@outlook.com,78583,MEQ8KLXTUOQJ,1
2020-01-12,cruf@outlook.com,71284,1G98MEK8RXHB,2
2020-01-12,cruf@outlook.com,71284,7DVP7ZB1LPC3,3
2020-01-12,cruf@outlook.com,71284,CERUZN7PLFDO,1
2020-01-12,cruf@outlook.com,71284,F25UOJIHUKFF,1
2020-01-12,cruf@outlook.com,71284,0JPBEJXEML2X,2
2020-01-12,won@inbox.com,42206,3GC4YELU0AQ3,1
2020-01-12,fry@mail.com,42206,FVFIDVMTI10Z,4
2020-01-12,fry@mail.com,42206,T2C3GGUA7FJ7,1
2020-01-12,fry@mail.com,42206,OOBITVQZ4YRH,3
2020-01-12,fry@mail.com,42206,V2CBTEMH3ISW,1
2020-01-12,fry@mail.com,42206,TH2AC499Q5CJ,1
2020-01-12,pue@aol.com,77468,KA2F6PSNRB65,1
2020-01-12,pue@aol.com,77468,8X165KUI5OMJ,1
2020-01-13,dua@hotmail.com,77693,CBBR1FJP7H64,3
2020-01-13,beuct@gmail.com,65673,W0PYUZHWAK2Y,1
2020-01-13,beuct@gmail.com,65673,6K29K5PQKZVO,1
2020-01-13,beuct@gmail.com,65673,BNUFKJP0G6W1,2
2020-01-13,trenk@yahoo.com,34002,K14V0GXQVK6F,1
2020-01-13,trenk@yahoo.com,34002,3W51AZ617F4L,1
2020-01-13,trenk@yahoo.com,34002,KF55SQN6SH24,1
2020-01-13,re@yahoo.com,10460,LJE5A55Z4M8X,2
2020-01-13,jai@mail.com,15628,1VE58RP8LCMC,3
2020-01-13,jai@mail.com,15628,LI16DSL64TUN,3
2020-01-13,crouv@gmail.com,24525,6MBPYRCYS2P9,1
2020-01-13,feoh@yahoo.com,12428,EPVSN2R44XMG,4
2020-01-13,feoh@yahoo.com,12428,4R3BDH666ITI,1
2020-01-13,groib@mail.com,89847,VHYYDMXM2TVL,3
2020-01-13,groib@mail.com,89847,PBAUEX8DY86J,2
2020-01-13,groib@mail.com,89847,1KWHRIV61Z8O,1
2020-01-13,groib@mail.com,89847,VIE4UASK3DPX,1
2020-01-13,sloond@gmail.com,58059,DE59UZH2AXGQ,1
2020-01-13,laost@outlook.com,85142,AJUPYM7I6ZMU,1
2020-01-13,we@gmail.com,81072,1SCZYKZYW8GB,1
